holder_id,gross_interest_reported,first_name,last_name,nino,date_of_birth,address_line_1,town,postcode
H0023119,11824.93,Quentin,Abbott,SM580821A,1946-05-28,214 Jubilee Terrace,Bristol,BS39 7GU
H0023120,2087.27,Jaspreet,Okonkwo,ZN104733B,1950-11-23,197 Eastgate,Nottingham,
H0023121,21.01,Kwame,Eriksson,KS116062B,1971-06-19,180 Ivywood Crescent,Bristol,BS36 9JF
H0023122,6185.4,Verity,Whitfield,SJ341888C,1996-02-27,167 Granby Row,Manchester,M20 3LE
H0023123,188.56,Catherine,Rahman,CC133093A,1962-10-28,,Newcastle upon Tyne,NE38 9YR
H0023124,7060.38,Zainab,Chowdhury,AW293826A,1962-09-02,134 Bramley Road,Newcastle upon Tyne,NE28 2RW
H0023126,1766.62,Yusuf,Pemberton,GZ357521A,1984-10-03,118 Jubilee Terrace,Glasgow,G34 1SE
H0023127,1644.08,Quentin,Fitzgerald,CH074111D,1970-03-15,219 Cathedral Close,Glasgow,G22 6WR
H0023128,43.75,William,Thackeray,MT581702D,1993-03-07,90 Alder Way,Norwich,NR27 9JH
H0023129,5810.6,Xiuying,Nowak,WJ333368D,1952-02-26,163 Ivywood Crescent,Glasgow,G22 5FG
H0023130,2959.52,Jaspreet,Gill,BY207195B,1949-06-09,186 Granby Row,Glasgow,G13 6ZJ
H0023131,522.69,Sanjay,Xu,YE704910A,1994-05-13,105 Ivywood Crescent,Sheffield,S30 9RS
H0023132,2103.76,Oluwaseun,Fitzgerald,TR323378A,1976-10-30,130 Dovecote Lane,Leeds,LS11 1JF
H0023134,4978.82,Niamh,Vasquez,GE584456C,,132 Bramley Road,Nottingham,NG25 9NS
H0023135,3001.64,Tara,Nowak,CR476891B,1985-11-17,88 Ivywood Crescent,Bristol,BS4 6SL
H0023136,44.19,Dev,Lindqvist,NZ800669D,1979-12-05,58 Cathedral Close,Sheffield,S14 1XH
H0023137,2135.73,Dev,Vasquez,AY110621A,1966-02-25,109 Ivywood Crescent,Glasgow,G5 3GQ
H0023138,1748.05,Grace,Iqbal,LG515456C,1966-05-26,84 Ivywood Crescent,Sheffield,S13 7YE
H0023139,7588.49,Eleanor,Gill,NS138182D,1980-11-17,14 Ivywood Crescent,Sheffield,S38 8FE
H0023140,62.51,Catherine,Fitzgerald,ST421865B,1981-07-26,183 Hollybank Avenue,Norwich,NR15 2AP
H0023141,1811.24,Imogen,Abbott,OC447379A,1984-02-27,107 Alder Way,Leeds,LS22 4QP
H0023142,1934.69,Quentin,Bhatt,CY807344D,1973-02-04,169 Jubilee Terrace,Glasgow,G29 7XD
H0023143,5232.5,Grace,Chowdhury,YR847207B,1999-07-16,50 Alder Way,Newcastle upon Tyne,NE2 1AL
H0023144,4698.88,Farid,Quinn,MG969165A,2000-01-31,22 Alder Way,Newcastle upon Tyne,NE26 6BJ
H0023145,2871.77,Farid,Whitfield,CK467211B,1987-05-20,202 Dovecote Lane,Glasgow,G4 8WP
H0023146,2807.66,Yusuf,Rahman,SG526781D,1969-11-29,91 Granby Row,Newcastle upon Tyne,NE23 9QF
H0023147,136.77,Niamh,Eriksson,AY783890D,2002-08-05,144 Dovecote Lane,Nottingham,NG13 2SQ
H0023148,113.75,Quentin,Quinn,ES620546D,1950-09-04,187 Eastgate,Norwich,NR29 1EN
H0023149,2495.04,Farid,Quinn,JE143138A,1941-04-24,53 Fenwick Street,Newcastle upon Tyne,NE15 2WR
H0023150,1489.66,Grace,Ubadike,YJ919443B,2001-02-12,61 Alder Way,Glasgow,G6 5TZ
H0023152,2018.92,Aisha,Xu,KT019021D,1978-07-12,,Bristol,BS19 2NR
H0023153,764.57,Xiuying,Gill,YR179445C,1993-04-06,8 Ivywood Crescent,Leeds,LS5 2YN
H0023154,56.89,Mohammed,Hargreaves,HT470641A,1998-05-27,143 Granby Row,Bristol,BS14 9XA
H0023155,1060.83,Xiuying,Xu,JS528719C,2004-09-09,53 Fenwick Street,Newcastle upon Tyne,NE12 5LZ
H0023156,704.9,Catherine,Jenkins,RK650727D,1955-04-04,125 Eastgate,Bristol,BS11 8RY
H0023157,469.62,Eleanor,Xu,LK151491C,1940-07-15,24 Granby Row,Cardiff,CF28 2PR
H0023158,53.05,Quentin,Quinn,KX379630D,1998-06-26,163 Jubilee Terrace,Sheffield,S32 8RP
H0023159,2746.54,Yusuf,Thackeray,CN582484D,1943-03-26,180 Fenwick Street,Leeds,LS17 7GW
H0023160,3520.62,Hamish,Iqbal,XX080861A,1954-12-29,14 Ivywood Crescent,Nottingham,NG3 7UY
H0023161,267.62,Priya,Abbott,XS428169C,1965-02-24,205 Bramley Road,Leeds,LS4 2GX
H0023162,38.97,Yusuf,Whitfield,RK806675D,1993-11-16,168 Eastgate,Manchester,M29 8NF
H0023163,129.16,Farid,Jenkins,EA436232B,1950-04-01,78 Fenwick Street,Cardiff,CF17 2HN
H0023164,240.69,Dev,Kaur,LH706617B,1957-08-21,96 Fenwick Street,Birmingham,B40 9LS
H0023165,284.86,Catherine,Vasquez,OS050343B,1977-03-07,73 Granby Row,Norwich,NR28 9JH
H0023166,56.86,Xiuying,Hargreaves,SJ161873C,1968-09-12,65 Bramley Road,Bristol,BS8 1TH
H0023167,431.36,Rosalind,Jenkins,SA500151D,1972-08-13,89 Cathedral Close,Newcastle upon Tyne,NE9 3GP
H0023168,1490.89,Quentin,Vasquez,XP082494C,1974-02-08,38 Dovecote Lane,Glasgow,G27 6AX
H0023169,163.34,Priya,Zielinski,EW409845D,1985-01-16,182 Eastgate,Bristol,BS35 4RB
H0023170,711.16,Ualan,Rahman,HX410381C,1973-07-18,193 Bramley Road,Manchester,M36 4UY
H0023171,3859.23,Rosalind,Whitfield,ZN191946C,1993-09-22,48 Jubilee Terrace,Glasgow,G1 3RD
H0023172,3786.85,Dev,Xu,SS977899A,1986-02-14,166 Bramley Road,Birmingham,B13 4EN
H0023174,22.61,Catherine,Iqbal,RG245635C,1996-06-25,31 Eastgate,Nottingham,NG27 5FS
H0023175,7039.34,Niamh,Pemberton,EP354755C,1994-07-21,42 Cathedral Close,Leeds,LS13 4XW
H0023176,792.26,Priya,Nowak,RC718251A,1980-04-26,77 Dovecote Lane,Norwich,NR15 7LF
H0023177,205.2,Zainab,Eriksson,YG816157D,2001-07-14,124 Jubilee Terrace,Glasgow,G25 1NR
H0023178,3803.12,Brian,Mensah,YJ185965B,1943-09-26,140 Hollybank Avenue,Bristol,BS40 4RL
H0023179,77.04,Mohammed,Quinn,AH866961B,1993-12-29,43 Fenwick Street,Bristol,BS5 8TL
H0023180,1112.62,Lucy,Pemberton,PR008957C,2005-05-31,11 Alder Way,Leeds,LS36 4RL
H0023181,1224.72,Eleanor,Yates,JW799639D,1951-09-10,75 Bramley Road,Sheffield,S33 1EU
H0023182,4616.68,Farid,Zielinski,RJ831749D,1944-07-29,94 Eastgate,Cardiff,CF27 2DP
H0023183,102.31,Niamh,Lindqvist,YK558755C,1990-12-08,194 Fenwick Street,Leeds,LS23 8SY
H0023184,1238.81,Eleanor,Pemberton,LX574016A,1949-03-15,158 Hollybank Avenue,Sheffield,S39 5UR
H0023186,2225.71,Tara,Okonkwo,EJ134315B,1951-05-08,101 Ivywood Crescent,Bristol,BS21 1GX
H0023187,3575.68,Hamish,Sinclair,LY688677C,1996-01-18,217 Granby Row,Birmingham,B39 3NY
H0023189,5041.57,Sanjay,Kaur,MX198814D,1981-12-08,203 Alder Way,Newcastle upon Tyne,NE8 1ZA
H0023190,112.43,Imogen,Quinn,NZ306507B,1956-10-24,17 Jubilee Terrace,Sheffield,S35 3TE
H0023191,1737.48,Zainab,Xu,XW259830B,1942-11-07,25 Granby Row,Bristol,BS17 1YZ
H0023192,1876.29,Priya,Iqbal,RP463813A,1968-07-15,116 Eastgate,Bristol,BS9 6LS
H0023193,44.17,Sanjay,Eriksson,JL632205A,1994-10-11,25 Hollybank Avenue,Birmingham,B40 2HQ
H0023194,3325.48,Lucy,Kaur,CG758057A,1967-10-02,115 Jubilee Terrace,Norwich,NR6 9GU
H0023195,2344.85,Niamh,Yates,HR095623D,1956-10-06,21 Dovecote Lane,Norwich,NR20 9RY
H0023196,3515.64,Priya,Abbott,ZJ859561A,1990-09-30,54 Alder Way,Norwich,NR29 2BR
H0023197,789.53,Kwame,Gill,NJ583071C,2000-12-07,6 Granby Row,Bristol,BS31 6DA
H0023198,1061.45,Yusuf,Zielinski,NB777708D,1968-04-25,77 Alder Way,Norwich,NR33 3AR
H0023199,2470.57,Yusuf,Bhatt,EJ456806C,1944-09-10,49 Fenwick Street,Glasgow,G21 4ZB
H0023200,2552.55,Sanjay,Hargreaves,LN821426D,1975-12-01,93 Jubilee Terrace,Nottingham,NG36 2PX
H0023201,280.34,Grace,Pemberton,KR874716A,1987-12-24,71 Fenwick Street,Sheffield,S33 8JF
H0023202,3666.65,Quentin,Mensah,AT704190A,1981-12-14,214 Eastgate,Manchester,M2 3RY
H0023203,1421.07,Jaspreet,Bhatt,TB845931B,1950-02-28,215 Alder Way,Sheffield,S18 7XT
H0023204,1535.65,Dev,Rahman,AX971465A,1960-11-17,48 Alder Way,Glasgow,G34 9AN
H0023205,48.62,Yusuf,Quinn,WZ413731B,2004-08-31,202 Cathedral Close,Norwich,NR38 9ZA
H0023206,182.38,William,Lindqvist,OA804187A,1978-04-29,81 Cathedral Close,Cardiff,CF6 8XU
H0023208,4832.16,Lucy,Lindqvist,CG559348B,,164 Jubilee Terrace,Bristol,BS11 2TQ
H0023209,9820.03,Jaspreet,Kaur,GC397369D,2004-06-02,225 Bramley Road,Cardiff,CF29 1GD
H0023210,1595.53,Mohammed,Hargreaves,ZB231038B,1956-04-05,188 Eastgate,Nottingham,NG25 6US
H0023211,5048.27,Hamish,Fitzgerald,ZG994912A,1953-01-24,25 Hollybank Avenue,Cardiff,CF20 6YW
H0023212,2944.38,Kwame,Iqbal,EJ621949A,1987-02-17,177 Eastgate,Leeds,LS30 5ZE
H0023214,1678.95,Tara,Eriksson,XS640565B,2000-09-26,52 Alder Way,Birmingham,B26 3NJ
H0023215,458.28,Rosalind,Kaur,PM959016D,1989-12-08,14 Dovecote Lane,Newcastle upon Tyne,NE28 4XS
H0023216,1160.22,Farid,Yates,OT117974C,1964-04-22,194 Alder Way,Glasgow,G32 5BT
H0023218,401.93,Imogen,Eriksson,AN998804D,1957-11-15,203 Fenwick Street,Nottingham,NG27 9UH
H0023219,4725.43,Eleanor,Quinn,OB165895C,1943-03-03,10 Fenwick Street,Glasgow,G15 8GB
H0023220,2093.13,Kwame,Gill,EH511513A,1962-04-18,220 Hollybank Avenue,Birmingham,B13 1TZ
H0023221,32.06,Ualan,Abbott,EA317437D,1996-01-17,129 Jubilee Terrace,Glasgow,G24 8EL
H0023222,2646.45,Brian,Okonkwo,WS730234C,1979-07-11,218 Jubilee Terrace,Sheffield,S39 3RZ
H0023223,2365.7,Imogen,Gill,BM583113C,1998-10-20,98 Hollybank Avenue,Leeds,LS23 6NB
H0023225,341.37,Verity,Sinclair,RA388816C,1965-11-26,52 Bramley Road,Newcastle upon Tyne,NE26 1QR
H0023226,129.27,Oluwaseun,Gill,HX408195B,1941-02-02,157 Granby Row,Birmingham,B16 8XQ
H0023227,3536.93,Dev,Doyle,YE514629B,1946-07-10,184 Hollybank Avenue,Sheffield,S7 8LR
H0023228,793.38,Yusuf,Jenkins,BB809624B,1986-04-10,33 Bramley Road,Newcastle upon Tyne,NE15 2FH
H0023229,61.72,Tara,Okonkwo,NZ606760D,2004-05-29,205 Eastgate,Sheffield,S32 4HT
H0023230,1227.64,Imogen,Bhatt,LZ880213A,1956-05-13,61 Dovecote Lane,Cardiff,CF14 9SP
H0023231,4083.06,Mohammed,Abbott,XR630902B,1973-12-10,228 Alder Way,Norwich,NR13 9AF
H0023232,5116.92,Mohammed,Thackeray,YY992146B,1969-07-28,231 Ivywood Crescent,Norwich,NR40 1BW
H0023233,2493.01,Verity,Nowak,CR064959C,1983-10-05,81 Alder Way,Sheffield,S9 8AQ
H0023234,1277.22,Tara,Fitzgerald,ZB878999C,1964-10-16,101 Jubilee Terrace,Leeds,LS10 7WL
H0023236,5757.38,Lucy,Doyle,SH358032B,1990-12-15,75 Hollybank Avenue,Birmingham,B36 3GR
H0023237,2796.69,Quentin,Pemberton,ZX634879D,1993-08-11,173 Dovecote Lane,Cardiff,CF16 7YT
H0023238,5114.85,Rosalind,Eriksson,TX360345B,1969-12-24,137 Jubilee Terrace,Manchester,M18 2FJ
H0023239,266.92,Jaspreet,Gill,ET942095C,1990-10-27,87 Hollybank Avenue,Leeds,LS8 4XS
H0023240,1154.29,Verity,Gill,PA637176D,1970-04-30,60 Granby Row,Nottingham,NG7 9JA
H0023242,106.43,Imogen,Whitfield,AK817926C,2005-08-11,110 Fenwick Street,Newcastle upon Tyne,NE6 1LJ
H0023243,19.75,Oluwaseun,Jenkins,GE492134D,1971-10-31,61 Bramley Road,Birmingham,
H0023244,2133.75,Tara,Eriksson,ZE538292D,1945-05-06,218 Dovecote Lane,Newcastle upon Tyne,NE21 3BS
H0023245,637.49,Priya,Doyle,BC491155D,1990-07-03,232 Eastgate,Cardiff,CF13 4RL
H0023247,2706.07,Niamh,Gill,WA313426C,1978-08-31,73 Fenwick Street,Bristol,BS15 1NW
H0023248,5980.63,Rosalind,Zielinski,LJ256334C,1981-05-21,221 Alder Way,Birmingham,B9 3ZZ
H0023249,37.99,Tara,Nowak,JN419839C,1959-10-01,237 Hollybank Avenue,Newcastle upon Tyne,NE5 2SN
H0023250,72.22,Oluwaseun,Eriksson,NZ950834D,1946-12-04,77 Dovecote Lane,Newcastle upon Tyne,NE28 7UD
H0023251,1449.67,Grace,Okonkwo,LP293356C,1983-03-20,182 Ivywood Crescent,Cardiff,CF37 9EH
H0023252,64.35,Ualan,Gill,GK580531B,1948-09-15,116 Dovecote Lane,Sheffield,S16 5QW
H0023253,1820.35,Lucy,Zielinski,GJ864551B,1987-03-30,110 Alder Way,Cardiff,CF25 5GT
H0023254,87.14,Quentin,Nowak,ES992358B,1942-04-16,46 Bramley Road,Manchester,M21 7UP
H0023255,2963.37,Imogen,Rahman,OM236861C,2003-12-24,149 Eastgate,Glasgow,G28 6HJ
H0023257,3857.52,Farid,Pemberton,LM407221A,1993-03-20,171 Dovecote Lane,Sheffield,S16 1NA
H0023258,4747.77,Tara,Doyle,YN336135C,1953-04-18,32 Eastgate,Cardiff,CF23 3AD
H0023259,1812.05,Aisha,Eriksson,NJ493445C,1963-07-10,56 Alder Way,Norwich,NR1 1FX
H0023260,1.03,Brian,Pemberton,SH174654A,1953-05-22,156 Ivywood Crescent,Manchester,M2 7TN
H0023262,1592.17,Zainab,Pemberton,MH160605C,1997-08-28,103 Granby Row,Cardiff,CF32 7BN
H0023263,2133.25,Niamh,Fitzgerald,XE408903A,1940-10-13,67 Alder Way,Cardiff,CF35 2QQ
H0023264,3141.5,Ualan,Xu,CA356125B,1952-03-29,52 Hollybank Avenue,Norwich,NR24 1ZB
H0023265,837.2,Dev,Yates,HY229871A,1949-07-14,223 Cathedral Close,Birmingham,B39 2XW
H0023267,1472.1,Brian,Whitfield,MG637787B,1956-06-11,64 Eastgate,Newcastle upon Tyne,NE9 4LA
H0023268,35.24,Dev,Thackeray,KK210720A,1971-06-24,135 Bramley Road,Manchester,M34 8FN
H0023269,2040.61,Yusuf,Iqbal,XC616582C,1968-08-19,235 Dovecote Lane,Glasgow,G26 4HY
H0023270,313.54,Eleanor,Yates,OL195569D,1951-09-22,119 Dovecote Lane,Norwich,NR10 5GR
H0023271,7.17,Mohammed,Zielinski,KL999015B,2000-05-21,165 Alder Way,Sheffield,S16 2AY
H0023272,22.19,Hamish,Zielinski,HE759837D,1999-12-20,237 Cathedral Close,Leeds,LS19 1JG
H0023273,9234.46,Brian,Nowak,RJ113190D,1985-05-09,41 Eastgate,Birmingham,B33 8SP
H0023274,50.57,William,Xu,OC654433C,1957-11-11,72 Eastgate,Cardiff,CF7 8JT
H0023276,769.63,Catherine,Yates,GT149784A,1978-12-07,94 Ivywood Crescent,Newcastle upon Tyne,NE14 5WG
H0023277,5019.58,Grace,Gill,CA213920B,1988-01-21,20 Eastgate,Leeds,LS10 1JF
H0023278,2396.85,Quentin,Pemberton,WE600761A,1948-03-13,158 Eastgate,Norwich,NR6 1HQ
H0023279,2920.52,Lucy,Jenkins,RS962663A,1941-08-03,96 Fenwick Street,Cardiff,CF34 3AU
H0023281,732.23,Rosalind,Pemberton,WH516892D,1944-10-21,45 Hollybank Avenue,Norwich,NR1 9EG
H0023282,584.14,Priya,Whitfield,NA194785C,1951-10-19,224 Cathedral Close,Leeds,LS4 5ZJ
H0023283,23.49,Dev,Bhatt,SY097235C,,108 Bramley Road,Birmingham,B17 1QG
H0023284,438.66,Mohammed,Doyle,RX790152B,1953-02-18,121 Alder Way,Newcastle upon Tyne,NE28 8SD
H0023285,160.4,Rosalind,Thackeray,PG264213D,1995-09-02,70 Eastgate,Newcastle upon Tyne,NE31 4FH
H0023286,1480.18,Verity,Rahman,JJ207980C,1952-10-27,95 Cathedral Close,Leeds,LS31 2WN
H0023289,116.56,Verity,Kaur,EY046094A,1953-05-13,222 Eastgate,Sheffield,S15 3DH
H0023290,606.81,Catherine,Chowdhury,WK079632C,2005-02-08,78 Jubilee Terrace,Newcastle upon Tyne,NE16 8DS
H0023292,160.6,Tara,Abbott,NH304458B,1973-09-19,186 Jubilee Terrace,Birmingham,B34 7GT
H0023293,194.71,Grace,Quinn,PZ430847B,2001-01-26,172 Bramley Road,Norwich,NR28 7NY
H0023294,980.94,Oluwaseun,Quinn,OS349624C,1996-02-29,183 Dovecote Lane,Manchester,M30 4GN
H0023295,438.85,Yusuf,Abbott,TC576637C,1998-05-23,148 Ivywood Crescent,Manchester,M34 9GE
H0023296,3753.21,Niamh,Lindqvist,LP058536A,1945-01-07,55 Cathedral Close,Sheffield,S27 8AZ
H0023297,6340.9,Imogen,Rahman,YC883193A,1991-06-08,73 Granby Row,Newcastle upon Tyne,NE31 5DW
H0023298,1498.73,Sanjay,Fitzgerald,ZX695439B,,68 Alder Way,Nottingham,NG5 9JJ
H0023299,56.28,Hamish,Kaur,SB084423A,2003-01-16,81 Bramley Road,Sheffield,S11 7RH
H0023300,44.34,Mohammed,Thackeray,JW648919C,1950-03-20,58 Bramley Road,Bristol,BS7 9SU
H0023301,1208.93,Xiuying,Mensah,AT535695D,1963-04-04,101 Alder Way,Manchester,M16 5SG
H0023302,5.46,Zainab,Bhatt,HT574223A,1959-04-19,137 Fenwick Street,Nottingham,NG38 6JB
H0023305,456.02,Catherine,Thackeray,HH548367B,1965-09-10,103 Alder Way,Nottingham,NG3 4QL
H0023307,586.52,Niamh,Yates,XT822495A,1942-03-15,130 Alder Way,Sheffield,S18 8DT
H0023308,5290.27,Yusuf,Quinn,CM023296C,1960-03-21,74 Hollybank Avenue,Nottingham,NG19 1JJ
H0023309,4897.8,Mohammed,Bhatt,ZB846292D,1986-02-15,138 Cathedral Close,Birmingham,B18 9NU
H0023310,126.4,Rosalind,Xu,SX635117D,1977-09-22,214 Hollybank Avenue,Glasgow,G15 6HT
H0023311,1812.67,Hamish,Gill,SZ803863D,1988-07-25,154 Cathedral Close,Manchester,M3 4LH
H0023313,439.26,Priya,Doyle,KE791188C,2000-09-28,157 Bramley Road,Nottingham,NG23 8HF
H0023314,550.45,Dev,Zielinski,ZE368363D,1957-11-20,146 Fenwick Street,Manchester,M19 2FJ
H0023315,5212.46,Priya,Okonkwo,KH371422C,1944-03-06,110 Granby Row,Newcastle upon Tyne,NE34 8TA
H0023316,20.98,Mohammed,Quinn,EK445291A,1992-05-20,29 Dovecote Lane,Bristol,BS13 4YS
H0023317,3593.13,Xiuying,Vasquez,KL603900A,2003-08-18,147 Jubilee Terrace,Manchester,M30 8HU
H0023318,2904.73,Yusuf,Quinn,BX462622C,2004-04-22,153 Hollybank Avenue,Sheffield,S18 9RY
H0023319,2725.52,Tara,Hargreaves,CM907538B,1964-08-08,,Nottingham,NG11 8ZR
H0023320,1123.53,Oluwaseun,Eriksson,PZ875588B,1958-04-30,196 Hollybank Avenue,Nottingham,NG36 1YT
H0023321,1977.66,Mohammed,Okonkwo,CA144191B,1979-09-11,219 Granby Row,Newcastle upon Tyne,NE34 2GN
H0023322,3948.79,Quentin,Thackeray,GE350226C,1996-10-23,178 Granby Row,Sheffield,S21 6HB
H0023323,3565.21,Kwame,Hargreaves,PT434940D,1985-03-12,184 Jubilee Terrace,Glasgow,G1 6HU
H0023325,5133.35,Hamish,Abbott,TT641073A,1950-07-22,159 Hollybank Avenue,Birmingham,B26 9PY
H0023327,29.52,Mohammed,Thackeray,GG378690B,,93 Bramley Road,Norwich,NR31 5LE
H0023328,3496.77,Mohammed,Lindqvist,XR297855B,1958-02-20,60 Hollybank Avenue,Bristol,BS32 1JF
H0023329,64.34,Niamh,Abbott,TP030651A,2005-09-16,49 Jubilee Terrace,Birmingham,B22 6BX
H0023330,2493.17,Niamh,Whitfield,MS150136C,,21 Dovecote Lane,Sheffield,S5 6QR
H0023331,674.34,Yusuf,Xu,NX427516C,2003-06-24,146 Bramley Road,Manchester,M8 7QD
H0023332,955.26,Xiuying,Nowak,KC306710A,2002-04-28,112 Ivywood Crescent,Manchester,M40 4XS
H0023333,1158.77,Brian,Eriksson,WC535487D,1988-01-01,131 Cathedral Close,Sheffield,S34 6QY
H0023334,4936.66,Priya,Xu,NG104288A,1945-01-09,134 Eastgate,Bristol,BS9 8NG
H0023335,4953.13,Kwame,Quinn,AZ520928B,1967-12-06,114 Dovecote Lane,Sheffield,S28 5XX
H0023336,4409.37,Aisha,Vasquez,RY216862D,1991-10-26,32 Cathedral Close,Glasgow,G36 9DX
H0023337,4378.83,Zainab,Zielinski,YL949180C,1979-12-07,135 Hollybank Avenue,Nottingham,NG14 7BY
H0023338,3013.6,Dev,Bhatt,TK245222A,1955-10-03,114 Dovecote Lane,Nottingham,NG7 9TU
H0023339,25.28,Oluwaseun,Chowdhury,LC059658B,1991-11-09,206 Alder Way,Newcastle upon Tyne,NE16 9ZY
H0023340,3416.3,Mohammed,Thackeray,YJ792474A,1953-06-20,138 Dovecote Lane,Birmingham,B5 5HE
H0023341,4187.29,Brian,Gill,PX896871D,1940-12-05,148 Jubilee Terrace,Nottingham,NG24 8PL
H0023342,2657.07,Aisha,Chowdhury,JB690875B,1950-11-01,31 Fenwick Street,Sheffield,S26 2ES
H0023344,2029.17,Aisha,Pemberton,HA238213B,2003-05-17,146 Fenwick Street,Nottingham,NG17 1DN
H0023345,350.14,Quentin,Kaur,ZN231334A,1973-01-19,99 Granby Row,Sheffield,S16 5SG
H0023346,3873.19,Oluwaseun,Pemberton,SX969122B,1940-02-17,97 Jubilee Terrace,Leeds,LS32 3PX
H0023347,987.08,Priya,Vasquez,BB914526C,1962-06-29,205 Ivywood Crescent,Glasgow,G27 2QG
H0023348,825.47,Xiuying,Nowak,GH962151B,1984-07-31,229 Dovecote Lane,Birmingham,B26 3ZU
H0023349,3381.86,Hamish,Bhatt,EG948324A,1944-06-08,55 Eastgate,Sheffield,S40 9NA
H0023351,4835.45,Quentin,Yates,TZ628201B,1950-05-16,228 Eastgate,Manchester,M36 5RR
H0023352,3867.18,Yusuf,Gill,SZ354498C,1965-05-26,96 Eastgate,Sheffield,S35 3LL
H0023353,204.64,Brian,Bhatt,TH395766A,1941-09-21,168 Alder Way,Cardiff,
H0023355,1198.58,Quentin,Iqbal,YS904500A,1955-05-24,144 Hollybank Avenue,Birmingham,B33 3SP
H0023356,880.13,Imogen,Sinclair,SR885046B,1956-01-04,239 Alder Way,Manchester,M33 1TX
H0023358,117.25,Rosalind,Doyle,ER889313C,1963-03-25,201 Fenwick Street,Norwich,NR23 9TP
H0023359,122.94,Aisha,Fitzgerald,HE678513C,1988-10-18,13 Alder Way,Bristol,BS5 1QH
H0023360,1546.04,Niamh,Gill,WL940535B,1962-07-06,66 Alder Way,Nottingham,NG4 2FB
H0023361,137.09,Oluwaseun,Bhatt,KA088457D,1975-06-20,167 Hollybank Avenue,Manchester,M19 5JL
H0023362,2051.84,Catherine,Vasquez,AW516195D,1956-09-04,236 Fenwick Street,Manchester,M38 3TA
H0023363,294.65,Verity,Yates,RJ674985D,1977-07-10,165 Hollybank Avenue,Newcastle upon Tyne,NE30 4RF
H0023364,9.9,Farid,Chowdhury,LJ991802A,1949-07-28,183 Bramley Road,Bristol,BS24 3TA
H0023365,2087.95,Lucy,Rahman,ON379320C,1965-11-11,49 Hollybank Avenue,Sheffield,S4 5PH
H0023367,6.63,Ualan,Iqbal,JL175114C,1969-07-21,44 Granby Row,Leeds,LS6 2DA
H0023369,4896.28,Niamh,Yates,ZP900988A,1967-06-24,173 Jubilee Terrace,Glasgow,G36 6NG
H0023370,6077.88,Yusuf,Abbott,JH612307C,1991-02-14,115 Dovecote Lane,Norwich,NR38 9QJ
H0023371,3361.21,Hamish,Yates,MR446993C,1986-04-08,146 Granby Row,Nottingham,NG6 1DZ
H0023372,4584.07,Xiuying,Nowak,GR472233D,1970-08-30,50 Dovecote Lane,Norwich,NR22 9LP
H0023373,31.93,Zainab,Yates,OL063496B,1974-03-17,100 Fenwick Street,Nottingham,NG4 7XY
H0023374,227.94,Zainab,Chowdhury,TE867169B,1976-05-14,224 Eastgate,Nottingham,NG7 9HH
H0023375,1317.68,Lucy,Iqbal,RH604707B,1972-12-06,101 Ivywood Crescent,Glasgow,G19 2WB
H0023376,2084.16,Xiuying,Kaur,NW007240D,1961-06-20,45 Jubilee Terrace,Norwich,NR24 4QD
H0023377,2083.45,Hamish,Gill,JS514209D,1979-11-27,230 Dovecote Lane,Bristol,BS38 7FW
H0023379,2727.1,Oluwaseun,Zielinski,NY267389C,1952-10-02,39 Ivywood Crescent,Birmingham,B26 5RN
H0023380,5232.17,Sanjay,Kaur,MM418605A,1970-08-24,30 Alder Way,Nottingham,NG13 9DT
H0023381,3057.92,Hamish,Sinclair,WL012451D,1986-10-25,41 Dovecote Lane,Sheffield,S29 1SS
H0023382,288.56,Zainab,Vasquez,GC790288C,1949-05-24,169 Eastgate,Birmingham,B13 2ZP
H0023383,6250.38,Farid,Ubadike,WZ824080A,2002-04-17,134 Fenwick Street,Cardiff,CF25 7DR
H0023384,798.58,Mohammed,Zielinski,GL805360B,1962-07-23,120 Hollybank Avenue,Birmingham,B13 3BT
H0023385,2471.58,Aisha,Xu,GN618801A,1943-09-30,73 Alder Way,Birmingham,B1 5JB
H0023386,58.54,Eleanor,Nowak,MH273457A,1982-10-08,202 Ivywood Crescent,Sheffield,S1 3FW
H0023387,289.76,Tara,Jenkins,PZ996239B,1977-11-11,183 Jubilee Terrace,Newcastle upon Tyne,NE38 2FU
H0023388,1140.2,Hamish,Pemberton,ZS696425B,1975-04-18,185 Eastgate,Bristol,BS24 7YE
H0023389,4582.69,Lucy,Doyle,XK025405A,1994-10-27,153 Dovecote Lane,Bristol,BS7 3YU
H0023390,611.6,Verity,Bhatt,TA737849C,1993-02-07,80 Eastgate,Leeds,LS28 1PN
H0023391,1245.87,Grace,Pemberton,PX821253A,1993-08-20,167 Jubilee Terrace,Birmingham,B6 7NJ
H0023392,2230.48,Catherine,Zielinski,WW580768C,1958-08-22,59 Cathedral Close,Norwich,NR37 3AS
H0023393,6326.45,Hamish,Mensah,NJ009433D,1944-05-11,127 Fenwick Street,Cardiff,CF16 1XU
H0023394,4.8,Rosalind,Fitzgerald,EG686348B,1967-11-23,10 Ivywood Crescent,Cardiff,CF35 4BU
H0023395,491.0,Catherine,Mensah,XE976789B,1953-12-26,174 Alder Way,Sheffield,S2 2BJ
H0023397,448.39,Aisha,Lindqvist,MT766481B,1970-07-16,196 Jubilee Terrace,Norwich,NR2 7JG
